"Hong Kong Exchanges and Clearing Limited and/or its subsidiaries endeavour to ensure the"
"accuracy and reliability of the information provided, but do not guarantee its accuracy and"
"reliability and accept no liability (whether in tort or contract or otherwise) for any loss"
"or damage arising from any inaccuracies or omissions."


"STOCK OPTIONS DAILY MARKET REPORT AS AT 22 MAR 2019"


,,,"SUMMARY TRADING VOLUME",,,"SUMMARY OPEN INTEREST"
"HKATS CODE","UNDERLYING STOCK",,"TOTAL","CALLS","PUTS","TOTAL","CALLS","PUTS","IV%*"
JUN19,6.00,C,0.06,0.06,0.06,0.04,-0.03,22,150,2650,+53
JUN19,6.25,C,0.03,0.03,0.03,0.02,-0.02,22,246,496,-124
JUN19,6.50,C,0.03,0.03,0.03,0.01,-0.01,23,246,416,-246
JUN19,6.75,C,0.00,0.00,0.00,0.01,0.00,26,0,463,0
JUN19,7.00,C,0.00,0.00,0.00,0.01,0.00,29,0,910,0
JUN19,7.25,C,0.00,0.00,0.00,0.01,0.00,32,0,182,0
JUN19,7.50,C,0.00,0.00,0.00,0.01,0.00,35,0,321,0
JUN19,7.75,C,0.00,0.00,0.00,0.01,0.00,38,0,20,0
JUN19,8.00,C,0.00,0.00,0.00,0.01,0.00,40,0,20,0
JUN19,8.25,C,0.00,0.00,0.00,0.01,0.00,42,0,48,0
JUN19,8.50,C,0.00,0.00,0.00,0.01,0.00,45,0,350,0
JUN19,8.75,C,0.00,0.00,0.00,0.01,0.00,47,0,40,0
JUN19,9.00,C,0.00,0.00,0.00,0.01,0.00,49,0,500,0
JUN19,9.25,C,0.00,0.00,0.00,0.01,0.00,51,0,30,0
JUN19,9.50,C,0.00,0.00,0.00,0.01,0.00,53,0,217,0
SEP19,3.40,C,0.00,0.00,0.00,1.89,-0.11,0,0,0,0
SEP19,3.50,C,0.00,0.00,0.00,1.79,-0.11,0,0,0,0
SEP19,3.60,C,0.00,0.00,0.00,1.69,-0.11,0,0,0,0
SEP19,3.70,C,0.00,0.00,0.00,1.59,-0.11,0,0,0,0
SEP19,3.80,C,0.00,0.00,0.00,1.49,-0.11,0,0,0,0
SEP19,3.90,C,0.00,0.00,0.00,1.40,-0.10,26,0,0,0
SEP19,4.00,C,0.00,0.00,0.00,1.30,-0.11,24,0,0,0
SEP19,4.10,C,0.00,0.00,0.00,1.20,-0.11,22,0,0,0
SEP19,4.20,C,0.00,0.00,0.00,1.11,-0.10,24,0,0,0
SEP19,4.30,C,0.00,0.00,0.00,1.02,-0.10,24,0,0,0
SEP19,4.40,C,0.00,0.00,0.00,0.93,-0.10,24,0,0,0
SEP19,4.50,C,0.00,0.00,0.00,0.84,-0.10,24,0,0,0
SEP19,4.60,C,0.00,0.00,0.00,0.77,-0.09,25,0,0,0
SEP19,4.70,C,0.00,0.00,0.00,0.69,-0.09,24,0,2500,0
SEP19,4.80,C,0.00,0.00,0.00,0.61,-0.09,24,0,0,0
SEP19,4.90,C,0.00,0.00,0.00,0.55,-0.08,24,0,374,0
SEP19,5.00,C,0.00,0.00,0.00,0.48,-0.08,24,0,421,0
SEP19,5.25,C,0.00,0.00,0.00,0.34,-0.07,23,0,3204,0
SEP19,5.50,C,0.00,0.00,0.00,0.24,-0.06,23,0,1448,0
SEP19,5.75,C,0.00,0.00,0.00,0.16,-0.05,23,0,1111,0
SEP19,6.00,C,0.00,0.00,0.00,0.11,-0.04,23,0,246,0
SEP19,6.25,C,0.00,0.00,0.00,0.07,-0.03,23,0,27,0
SEP19,6.50,C,0.00,0.00,0.00,0.05,-0.02,24,0,17,0
SEP19,6.75,C,0.00,0.00,0.00,0.04,-0.01,25,0,25,0
SEP19,7.00,C,0.00,0.00,0.00,0.02,-0.02,24,0,7,0
SEP19,7.25,C,0.00,0.00,0.00,0.01,-0.01,23,0,5,0
SEP19,7.50,C,0.00,0.00,0.00,0.01,0.00,25,0,20,0
SEP19,7.75,C,0.00,0.00,0.00,0.01,0.00,27,0,28,0
SEP19,8.00,C,0.00,0.00,0.00,0.01,0.00,29,0,5,0
SEP19,8.25,C,0.00,0.00,0.00,0.01,0.00,30,0,26,0
SEP19,8.50,C,0.00,0.00,0.00,0.01,0.00,32,0,160,0
SEP19,8.75,C,0.00,0.00,0.00,0.01,0.00,34,0,112,0
SEP19,9.00,C,0.00,0.00,0.00,0.01,0.00,35,0,0,0
SEP19,9.25,C,0.00,0.00,0.00,0.01,0.00,37,0,110,0
SEP19,9.50,C,0.00,0.00,0.00,0.01,0.00,38,0,0,0
DEC19,3.40,C,0.00,0.00,0.00,1.89,-0.11,0,0,0,0
DEC19,3.50,C,0.00,0.00,0.00,1.79,-0.11,0,0,0,0
DEC19,3.60,C,0.00,0.00,0.00,1.69,-0.11,0,0,0,0
DEC19,3.70,C,0.00,0.00,0.00,1.60,-0.10,27,0,0,0
DEC19,3.80,C,0.00,0.00,0.00,1.50,-0.11,25,0,0,0
DEC19,3.90,C,0.00,0.00,0.00,1.40,-0.11,23,0,0,0
DEC19,4.00,C,0.00,0.00,0.00,1.31,-0.10,24,0,0,0
DEC19,4.10,C,0.00,0.00,0.00,1.22,-0.10,24,0,0,0
DEC19,4.20,C,0.00,0.00,0.00,1.13,-0.10,24,0,0,0
DEC19,4.30,C,0.00,0.00,0.00,1.04,-0.10,24,0,0,0
DEC19,4.40,C,0.00,0.00,0.00,0.96,-0.09,24,0,0,0
DEC19,4.50,C,0.00,0.00,0.00,0.88,-0.09,24,0,0,0
DEC19,4.60,C,0.00,0.00,0.00,0.81,-0.08,24,0,0,0
DEC19,4.70,C,0.00,0.00,0.00,0.73,-0.09,23,0,0,0
DEC19,4.80,C,0.00,0.00,0.00,0.67,-0.08,24,0,5,0
DEC19,4.90,C,0.00,0.00,0.00,0.60,-0.08,23,0,5026,0
DEC19,5.00,C,0.00,0.00,0.00,0.54,-0.08,23,0,1,0
DEC19,5.25,C,0.00,0.00,0.00,0.42,-0.06,23,0,107,0
DEC19,5.50,C,0.00,0.00,0.00,0.32,-0.05,23,0,1011,0
DEC19,5.75,C,0.00,0.00,0.00,0.24,-0.05,23,0,53,0
DEC19,6.00,C,0.00,0.00,0.00,0.18,-0.04,23,0,187,0
DEC19,6.25,C,0.00,0.00,0.00,0.13,-0.04,23,0,13,0
DEC19,6.50,C,0.00,0.00,0.00,0.10,-0.03,24,0,94,0
DEC19,6.75,C,0.00,0.00,0.00,0.07,-0.03,24,0,34,0
DEC19,7.00,C,0.00,0.00,0.00,0.05,-0.02,24,0,2,0
DEC19,7.25,C,0.00,0.00,0.00,0.04,-0.01,24,0,200,0
DEC19,7.50,C,0.00,0.00,0.00,0.03,-0.01,25,0,0,0
DEC19,7.75,C,0.00,0.00,0.00,0.02,-0.01,24,0,60,0
DEC19,8.00,C,0.00,0.00,0.00,0.01,-0.01,23,0,85,0
DEC19,8.25,C,0.00,0.00,0.00,0.01,0.00,25,0,90,0
DEC19,8.50,C,0.00,0.00,0.00,0.01,0.00,26,0,90,0
DEC19,8.75,C,0.00,0.00,0.00,0.01,0.00,27,0,0,0
MAR20,3.80,C,0.00,0.00,0.00,1.51,-0.10,24,0,0,0
MAR20,3.90,C,0.00,0.00,0.00,1.42,-0.10,25,0,0,0
MAR20,4.00,C,0.00,0.00,0.00,1.33,-0.10,24,0,0,0
MAR20,4.10,C,0.00,0.00,0.00,1.24,-0.10,24,0,0,0
MAR20,4.20,C,0.00,0.00,0.00,1.16,-0.10,24,0,0,0
MAR20,4.30,C,0.00,0.00,0.00,1.08,-0.09,24,0,0,0
MAR20,4.40,C,0.00,0.00,0.00,1.00,-0.10,24,0,0,0
MAR20,4.50,C,0.00,0.00,0.00,0.93,-0.09,24,0,0,0
MAR20,4.60,C,0.00,0.00,0.00,0.87,-0.08,24,0,0,0
MAR20,4.70,C,0.00,0.00,0.00,0.81,-0.08,24,0,0,0
MAR20,4.80,C,0.00,0.00,0.00,0.74,-0.08,24,0,5,0
MAR20,4.90,C,0.00,0.00,0.00,0.68,-0.08,24,0,0,0
MAR20,5.00,C,0.00,0.00,0.00,0.62,-0.08,23,0,0,0
MAR20,5.25,C,0.00,0.00,0.00,0.50,-0.07,24,0,0,0
MAR20,5.50,C,0.00,0.00,0.00,0.40,-0.06,24,0,0,0
MAR20,5.75,C,0.00,0.00,0.00,0.31,-0.06,23,0,0,0
MAR20,6.00,C,0.00,0.00,0.00,0.25,-0.04,24,0,21,0
MAR20,6.25,C,0.00,0.00,0.00,0.19,-0.04,24,0,6,0
MAR20,6.50,C,0.00,0.00,0.00,0.15,-0.04,24,0,0,0
MAR20,6.75,C,0.00,0.00,0.00,0.12,-0.03,24,0,0,0
MAR20,7.00,C,0.00,0.00,0.00,0.09,-0.03,24,0,5,0
MAR20,7.25,C,0.00,0.00,0.00,0.07,-0.02,24,0,0,0
MAR20,7.50,C,0.00,0.00,0.00,0.05,-0.02,24,0,0,0
MAR20,7.75,C,0.00,0.00,0.00,0.04,-0.02,24,0,0,0
MAR20,8.00,C,0.00,0.00,0.00,0.03,-0.01,24,0,0,0
MAR20,8.25,C,0.00,0.00,0.00,0.02,-0.01,24,0,0,0
MAR20,8.50,C,0.00,0.00,0.00,0.01,-0.01,22,0,0,0

,,,,,,,"TOTAL CALL",,4619,116246,-404

MAR19,3.40,P,0.00,0.00,0.00,0.01,0.00,178,0,32,0
MAR19,3.50,P,0.00,0.00,0.00,0.01,0.00,168,0,3,0
MAR19,3.60,P,0.00,0.00,0.00,0.01,0.00,158,0,42,0
MAR19,3.70,P,0.00,0.00,0.00,0.01,0.00,148,0,1502,0
MAR19,3.80,P,0.00,0.00,0.00,0.01,0.00,139,0,1060,0
MAR19,3.90,P,0.00,0.00,0.00,0.01,0.00,129,0,1080,0
MAR19,4.00,P,0.00,0.00,0.00,0.01,0.00,120,0,1760,0
MAR19,4.10,P,0.00,0.00,0.00,0.01,0.00,111,0,1262,0
MAR19,4.20,P,0.00,0.00,0.00,0.01,0.00,102,0,1288,0
MAR19,4.30,P,0.00,0.00,0.00,0.01,0.00,93,0,3536,0
MAR19,4.40,P,0.00,0.00,0.00,0.01,0.00,84,0,1665,0
MAR19,4.50,P,0.00,0.00,0.00,0.01,0.00,76,0,1343,0
MAR19,4.60,P,0.00,0.00,0.00,0.01,0.00,67,0,4250,0
MAR19,4.70,P,0.00,0.00,0.00,0.01,0.00,58,0,2172,0
MAR19,4.80,P,0.00,0.00,0.00,0.01,0.00,50,0,3894,0
MAR19,4.90,P,0.01,0.01,0.01,0.01,0.00,41,5,3779,0
MAR19,5.00,P,0.01,0.01,0.01,0.01,-0.01,32,271,10181,0
MAR19,5.25,P,0.03,0.09,0.03,0.05,0.00,23,2749,9276,+927
MAR19,5.50,P,0.18,0.24,0.18,0.23,+0.05,27,86,6760,0
MAR19,5.75,P,0.00,0.00,0.00,0.47,+0.08,0,0,2120,0
MAR19,6.00,P,0.00,0.00,0.00,0.72,+0.09,0,0,1332,0
MAR19,6.25,P,0.00,0.00,0.00,0.97,+0.10,0,0,3029,0
MAR19,6.50,P,0.00,0.00,0.00,1.22,+0.11,0,0,430,0
MAR19,6.75,P,0.00,0.00,0.00,1.47,+0.10,0,0,136,0
MAR19,7.00,P,0.00,0.00,0.00,1.72,+0.11,0,0,30,0
MAR19,7.25,P,0.00,0.00,0.00,1.97,+0.11,0,0,0,0
MAR19,7.50,P,0.00,0.00,0.00,2.22,+0.11,0,0,0,0
MAR19,7.75,P,0.00,0.00,0.00,2.47,+0.11,0,0,0,0
MAR19,8.00,P,0.00,0.00,0.00,2.72,+0.11,0,0,30,0
MAR19,8.25,P,0.00,0.00,0.00,2.97,+0.11,0,0,270,0
MAR19,8.50,P,0.00,0.00,0.00,3.22,+0.11,0,0,185,0
MAR19,8.75,P,0.00,0.00,0.00,3.47,+0.11,0,0,0,0
MAR19,9.00,P,0.00,0.00,0.00,3.72,+0.11,0,0,0,0
MAR19,9.25,P,0.00,0.00,0.00,3.97,+0.11,0,0,0,0
MAR19,9.50,P,0.00,0.00,0.00,4.22,+0.11,0,0,0,0
APR19,3.40,P,0.00,0.00,0.00,0.01,0.00,71,0,0,0
APR19,3.50,P,0.00,0.00,0.00,0.01,0.00,67,0,0,0
APR19,3.60,P,0.00,0.00,0.00,0.01,0.00,63,0,152,0
APR19,3.70,P,0.00,0.00,0.00,0.01,0.00,59,0,0,0
APR19,3.80,P,0.00,0.00,0.00,0.01,0.00,55,0,0,0
APR19,3.90,P,0.00,0.00,0.00,0.01,0.00,51,0,120,0
APR19,4.00,P,0.00,0.00,0.00,0.01,0.00,48,0,530,0
APR19,4.10,P,0.00,0.00,0.00,0.01,0.00,44,0,497,0
APR19,4.20,P,0.00,0.00,0.00,0.01,0.00,40,0,197,0
APR19,4.30,P,0.00,0.00,0.00,0.01,0.00,37,0,1166,0
APR19,4.40,P,0.01,0.01,0.01,0.01,0.00,33,20,611,0
APR19,4.50,P,0.00,0.00,0.00,0.01,0.00,30,0,486,0
APR19,4.60,P,0.00,0.00,0.00,0.01,0.00,27,0,1610,0
APR19,4.70,P,0.00,0.00,0.00,0.01,0.00,23,0,1750,0
APR19,4.80,P,0.02,0.02,0.02,0.02,0.00,24,330,1231,0
APR19,4.90,P,0.03,0.04,0.03,0.03,0.00,23,7,3282,+7
APR19,5.00,P,0.04,0.06,0.04,0.05,0.00,23,130,2655,+110
APR19,5.25,P,0.10,0.16,0.10,0.12,+0.01,20,273,1115,+141
APR19,5.50,P,0.34,0.34,0.34,0.29,+0.05,23,85,166,-34
APR19,5.75,P,0.00,0.00,0.00,0.49,+0.06,22,0,0,0
APR19,6.00,P,0.00,0.00,0.00,0.72,+0.08,0,0,0,0
APR19,6.25,P,0.00,0.00,0.00,0.97,+0.09,0,0,30,0
APR19,6.50,P,0.00,0.00,0.00,1.22,+0.10,0,0,30,0
APR19,6.75,P,0.00,0.00,0.00,1.47,+0.10,0,0,0,0
APR19,7.00,P,0.00,0.00,0.00,1.72,+0.11,0,0,0,0
APR19,7.25,P,0.00,0.00,0.00,1.97,+0.11,0,0,0,0
APR19,7.50,P,0.00,0.00,0.00,2.22,+0.11,0,0,0,0
APR19,7.75,P,0.00,0.00,0.00,2.47,+0.11,0,0,0,0
APR19,8.00,P,0.00,0.00,0.00,2.72,+0.11,0,0,0,0
APR19,8.25,P,0.00,0.00,0.00,2.97,+0.11,0,0,0,0
APR19,8.50,P,0.00,0.00,0.00,3.22,+0.11,0,0,0,0
MAY19,3.70,P,0.00,0.00,0.00,0.01,0.00,44,0,0,0
MAY19,3.80,P,0.00,0.00,0.00,0.01,0.00,41,0,30,0
MAY19,3.90,P,0.00,0.00,0.00,0.01,0.00,38,0,50,0
MAY19,4.00,P,0.00,0.00,0.00,0.01,0.00,35,0,320,0
MAY19,4.10,P,0.00,0.00,0.00,0.01,0.00,33,0,330,0
MAY19,4.20,P,0.00,0.00,0.00,0.01,0.00,30,0,310,0
MAY19,4.30,P,0.01,0.01,0.01,0.01,0.00,27,50,515,+50
MAY19,4.40,P,0.01,0.01,0.01,0.01,0.00,25,10,650,+10
MAY19,4.50,P,0.02,0.02,0.02,0.01,0.00,22,50,240,+10
MAY19,4.60,P,0.00,0.00,0.00,0.02,0.00,23,0,912,0
MAY19,4.70,P,0.00,0.00,0.00,0.03,0.00,23,0,681,0
MAY19,4.80,P,0.07,0.07,0.06,0.05,+0.01,24,484,696,-214
MAY19,4.90,P,0.00,0.00,0.00,0.07,+0.01,23,0,3645,0
MAY19,5.00,P,0.10,0.10,0.10,0.09,+0.01,22,25,742,+25
MAY19,5.25,P,0.15,0.19,0.15,0.18,+0.03,21,290,3046,+15
MAY19,5.50,P,0.33,0.34,0.33,0.32,+0.03,21,5,1160,0
MAY19,5.75,P,0.00,0.00,0.00,0.52,+0.06,22,0,30,0
MAY19,6.00,P,0.00,0.00,0.00,0.73,+0.07,20,0,0,0
MAY19,6.25,P,0.00,0.00,0.00,0.97,+0.08,0,0,0,0
MAY19,6.50,P,0.00,0.00,0.00,1.22,+0.09,0,0,0,-30
MAY19,6.75,P,0.00,0.00,0.00,1.47,+0.10,0,0,0,0
MAY19,7.00,P,0.00,0.00,0.00,1.72,+0.11,0,0,0,0
MAY19,7.25,P,0.00,0.00,0.00,1.97,+0.11,0,0,0,0
MAY19,7.50,P,0.00,0.00,0.00,2.22,+0.11,0,0,0,0
MAY19,7.75,P,0.00,0.00,0.00,2.47,+0.11,0,0,0,0
MAY19,8.00,P,0.00,0.00,0.00,2.72,+0.11,0,0,0,0
MAY19,8.25,P,0.00,0.00,0.00,2.97,+0.11,0,0,0,0
MAY19,8.50,P,0.00,0.00,0.00,3.22,+0.11,0,0,0,0
JUN19,3.40,P,0.00,0.00,0.00,0.01,0.00,43,0,0,0
JUN19,3.50,P,0.00,0.00,0.00,0.01,0.00,40,0,5,0
JUN19,3.60,P,0.00,0.00,0.00,0.01,0.00,37,0,0,0
JUN19,3.70,P,0.00,0.00,0.00,0.01,0.00,35,0,0,0
JUN19,3.80,P,0.00,0.00,0.00,0.01,0.00,33,0,0,0
JUN19,3.90,P,0.01,0.01,0.01,0.01,0.00,30,1,100,0
JUN19,4.00,P,0.00,0.00,0.00,0.01,0.00,28,0,323,0
JUN19,4.10,P,0.00,0.00,0.00,0.01,0.00,26,0,660,0
JUN19,4.20,P,0.00,0.00,0.00,0.01,0.00,23,0,437,0
JUN19,4.30,P,0.00,0.00,0.00,0.01,0.00,21,0,660,0
JUN19,4.40,P,0.03,0.03,0.03,0.02,0.00,22,5,1066,0
JUN19,4.50,P,0.00,0.00,0.00,0.03,0.00,22,0,1141,0
JUN19,4.60,P,0.00,0.00,0.00,0.05,+0.01,23,0,1025,0
JUN19,4.70,P,0.00,0.00,0.00,0.06,0.00,22,0,1043,0
JUN19,4.80,P,0.00,0.00,0.00,0.09,+0.01,22,0,5369,0
JUN19,4.90,P,0.00,0.00,0.00,0.12,+0.02,22,0,2111,0
JUN19,5.00,P,0.17,0.18,0.17,0.15,+0.02,22,231,674,+69
JUN19,5.25,P,0.29,0.29,0.28,0.26,+0.03,21,92,980,+29
JUN19,5.50,P,0.00,0.00,0.00,0.42,+0.05,21,0,79,0
JUN19,5.75,P,0.00,0.00,0.00,0.61,+0.06,20,0,648,0
JUN19,6.00,P,0.00,0.00,0.00,0.82,+0.07,17,0,2410,0
JUN19,6.25,P,0.00,0.00,0.00,1.05,+0.08,0,0,728,0
JUN19,6.50,P,0.00,0.00,0.00,1.31,+0.10,20,0,73,0
JUN19,6.75,P,0.00,0.00,0.00,1.56,+0.11,24,0,100,0
JUN19,7.00,P,0.00,0.00,0.00,1.81,+0.10,27,0,275,0
JUN19,7.25,P,0.00,0.00,0.00,2.05,+0.09,0,0,120,0
JUN19,7.50,P,0.00,0.00,0.00,2.30,+0.10,0,0,0,0
JUN19,7.75,P,0.00,0.00,0.00,2.55,+0.10,0,0,0,0
JUN19,8.00,P,0.00,0.00,0.00,2.80,+0.10,0,0,0,0
JUN19,8.25,P,0.00,0.00,0.00,3.05,+0.10,0,0,0,0
JUN19,8.50,P,0.00,0.00,0.00,3.30,+0.10,34,0,0,0
JUN19,8.75,P,0.00,0.00,0.00,3.55,+0.10,38,0,0,0
JUN19,9.00,P,0.00,0.00,0.00,3.80,+0.10,42,0,0,0
JUN19,9.25,P,0.00,0.00,0.00,4.05,+0.10,45,0,0,0
JUN19,9.50,P,0.00,0.00,0.00,4.30,+0.10,48,0,0,0
SEP19,3.40,P,0.00,0.00,0.00,0.01,0.00,31,0,10,0
SEP19,3.50,P,0.00,0.00,0.00,0.01,0.00,29,0,0,0
SEP19,3.60,P,0.00,0.00,0.00,0.01,0.00,27,0,5,0
SEP19,3.70,P,0.00,0.00,0.00,0.01,0.00,25,0,0,0
SEP19,3.80,P,0.00,0.00,0.00,0.01,0.00,23,0,10,0
SEP19,3.90,P,0.00,0.00,0.00,0.02,+0.01,25,0,10,0
SEP19,4.00,P,0.00,0.00,0.00,0.03,+0.01,25,0,192,0
SEP19,4.10,P,0.00,0.00,0.00,0.04,+0.01,25,0,542,0
SEP19,4.20,P,0.00,0.00,0.00,0.05,+0.01,25,0,215,0
SEP19,4.30,P,0.00,0.00,0.00,0.06,0.00,24,0,120,0
SEP19,4.40,P,0.00,0.00,0.00,0.08,+0.01,24,0,151,0
SEP19,4.50,P,0.00,0.00,0.00,0.10,+0.01,24,0,475,0
SEP19,4.60,P,0.00,0.00,0.00,0.12,+0.01,24,0,885,0
SEP19,4.70,P,0.00,0.00,0.00,0.15,+0.01,24,0,5433,0
SEP19,4.80,P,0.00,0.00,0.00,0.18,+0.01,24,0,1083,0
SEP19,4.90,P,0.00,0.00,0.00,0.22,+0.02,24,0,1206,0
SEP19,5.00,P,0.00,0.00,0.00,0.26,+0.02,24,0,1068,0
SEP19,5.25,P,0.42,0.42,0.42,0.39,+0.03,24,1,4647,+1
SEP19,5.50,P,0.00,0.00,0.00,0.54,+0.04,24,0,104,0
SEP19,5.75,P,0.00,0.00,0.00,0.72,+0.05,24,0,4,0
SEP19,6.00,P,0.00,0.00,0.00,0.92,+0.06,25,0,11,0
SEP19,6.25,P,0.00,0.00,0.00,1.14,+0.08,26,0,0,0
SEP19,6.50,P,0.00,0.00,0.00,1.36,+0.08,26,0,5,0
SEP19,6.75,P,0.00,0.00,0.00,1.58,+0.07,24,0,1,0
SEP19,7.00,P,0.00,0.00,0.00,1.82,+0.09,24,0,75,0
SEP19,7.25,P,0.00,0.00,0.00,2.06,+0.09,23,0,0,0
SEP19,7.50,P,0.00,0.00,0.00,2.31,+0.10,26,0,0,0
SEP19,7.75,P,0.00,0.00,0.00,2.55,+0.09,0,0,0,0
SEP19,8.00,P,0.00,0.00,0.00,2.80,+0.10,0,0,0,0
SEP19,8.25,P,0.00,0.00,0.00,3.05,+0.10,21,0,35,0
SEP19,8.50,P,0.00,0.00,0.00,3.30,+0.10,26,0,0,0
SEP19,8.75,P,0.00,0.00,0.00,3.55,+0.10,29,0,0,0
SEP19,9.00,P,0.00,0.00,0.00,3.80,+0.10,32,0,0,0
SEP19,9.25,P,0.00,0.00,0.00,4.05,+0.10,34,0,0,0
SEP19,9.50,P,0.00,0.00,0.00,4.30,+0.10,37,0,90,0
DEC19,3.40,P,0.00,0.00,0.00,0.01,0.00,25,0,112,0
DEC19,3.50,P,0.00,0.00,0.00,0.01,0.00,24,0,198,0
DEC19,3.60,P,0.00,0.00,0.00,0.01,0.00,22,0,355,0
DEC19,3.70,P,0.00,0.00,0.00,0.02,0.00,24,0,50,0
DEC19,3.80,P,0.00,0.00,0.00,0.03,0.00,24,0,65,0
DEC19,3.90,P,0.00,0.00,0.00,0.04,0.00,24,0,72,0
DEC19,4.00,P,0.00,0.00,0.00,0.05,0.00,24,0,270,0
DEC19,4.10,P,0.00,0.00,0.00,0.07,+0.01,25,0,325,0
DEC19,4.20,P,0.00,0.00,0.00,0.08,0.00,24,0,101,0
DEC19,4.30,P,0.11,0.11,0.11,0.10,+0.01,24,15,365,+15
DEC19,4.40,P,0.12,0.12,0.12,0.12,+0.01,24,15,1070,+15
DEC19,4.50,P,0.00,0.00,0.00,0.15,+0.01,24,0,778,0
DEC19,4.60,P,0.18,0.18,0.18,0.18,+0.02,24,5,366,+4
DEC19,4.70,P,0.00,0.00,0.00,0.21,+0.02,24,0,428,0
DEC19,4.80,P,0.00,0.00,0.00,0.25,+0.02,24,0,1614,0
DEC19,4.90,P,0.00,0.00,0.00,0.29,+0.02,24,0,6047,0
DEC19,5.00,P,0.34,0.34,0.34,0.34,+0.03,24,5,141,0
DEC19,5.25,P,0.49,0.49,0.49,0.46,+0.03,24,1,12,+1
DEC19,5.50,P,0.00,0.00,0.00,0.61,+0.04,24,0,0,0
DEC19,5.75,P,0.00,0.00,0.00,0.78,+0.05,24,0,38,0
DEC19,6.00,P,0.00,0.00,0.00,0.97,+0.06,24,0,0,0
DEC19,6.25,P,0.00,0.00,0.00,1.18,+0.07,25,0,0,0
DEC19,6.50,P,0.00,0.00,0.00,1.39,+0.07,25,0,0,0
DEC19,6.75,P,0.00,0.00,0.00,1.60,+0.06,23,0,4,0
DEC19,7.00,P,0.00,0.00,0.00,1.83,+0.08,23,0,219,0
DEC19,7.25,P,0.00,0.00,0.00,2.07,+0.09,23,0,0,0
DEC19,7.50,P,0.00,0.00,0.00,2.31,+0.09,22,0,22,0
DEC19,7.75,P,0.00,0.00,0.00,2.56,+0.10,24,0,20,0
DEC19,8.00,P,0.00,0.00,0.00,2.80,+0.09,0,0,245,0
DEC19,8.25,P,0.00,0.00,0.00,3.05,+0.09,17,0,0,0
DEC19,8.50,P,0.00,0.00,0.00,3.30,+0.10,23,0,0,0
DEC19,8.75,P,0.00,0.00,0.00,3.55,+0.10,26,0,0,0
MAR20,3.80,P,0.00,0.00,0.00,0.05,0.00,24,0,25,0
MAR20,3.90,P,0.00,0.00,0.00,0.07,+0.01,25,0,350,0
MAR20,4.00,P,0.00,0.00,0.00,0.08,0.00,24,0,255,0
MAR20,4.10,P,0.00,0.00,0.00,0.10,+0.01,24,0,225,0
MAR20,4.20,P,0.00,0.00,0.00,0.12,+0.01,24,0,10,0
MAR20,4.30,P,0.00,0.00,0.00,0.14,+0.01,24,0,100,0
MAR20,4.40,P,0.00,0.00,0.00,0.17,+0.01,24,0,108,0
MAR20,4.50,P,0.20,0.20,0.20,0.20,+0.01,24,5,75,+5
MAR20,4.60,P,0.21,0.25,0.21,0.23,+0.01,24,55,55,+55
MAR20,4.70,P,0.00,0.00,0.00,0.27,+0.02,24,0,0,0
MAR20,4.80,P,0.00,0.00,0.00,0.31,+0.02,24,0,10,0
MAR20,4.90,P,0.00,0.00,0.00,0.35,+0.02,24,0,10,0
MAR20,5.00,P,0.00,0.00,0.00,0.40,+0.03,24,0,1,0
MAR20,5.25,P,0.52,0.52,0.52,0.52,+0.03,24,5,5,+5
MAR20,5.50,P,0.00,0.00,0.00,0.67,+0.04,24,0,0,0
MAR20,5.75,P,0.00,0.00,0.00,0.83,+0.04,24,0,0,0
MAR20,6.00,P,0.00,0.00,0.00,1.03,+0.06,25,0,0,0
MAR20,6.25,P,0.00,0.00,0.00,1.23,+0.08,25,0,0,0
MAR20,6.50,P,0.00,0.00,0.00,1.43,+0.07,25,0,8,0
MAR20,6.75,P,0.00,0.00,0.00,1.63,+0.06,24,0,0,0
MAR20,7.00,P,0.00,0.00,0.00,1.86,+0.08,24,0,0,0
MAR20,7.25,P,0.00,0.00,0.00,2.09,+0.09,24,0,0,0
MAR20,7.50,P,0.00,0.00,0.00,2.32,+0.08,23,0,0,0
MAR20,7.75,P,0.00,0.00,0.00,2.57,+0.09,25,0,0,0
MAR20,8.00,P,0.00,0.00,0.00,2.81,+0.09,24,0,0,0
MAR20,8.25,P,0.00,0.00,0.00,3.05,+0.09,20,0,0,0
MAR20,8.50,P,0.00,0.00,0.00,3.30,+0.09,23,0,0,0

,,,,,,,"TOTAL PUT",,5306,141990,+1216


"CONTRACT",,,"OPENING PRICE#","DAILY HIGH#","DAILY LOW#","SETTLEMENT PRICE","CHANGE IN SETTLEMENT","IV%","VOLUME","OPEN INTEREST","CHANGE IN OI"
                                                                                            
"CLASS PIA - PIC (ADJ-A)",,,"CLOSING PRICE HK$    8.96"

MAR19,6.17,C,0.00,0.00,0.00,2.79,-0.14,0,0,0,0
MAR19,6.33,C,0.00,0.00,0.00,2.63,-0.14,0,0,0,0
MAR19,6.50,C,0.00,0.00,0.00,2.46,-0.14,0,0,0,0
MAR19,6.67,C,0.00,0.00,0.00,2.29,-0.14,0,0,0,0
MAR19,7.00,C,0.00,0.00,0.00,1.96,-0.14,0,0,0,0
MAR19,7.33,C,0.00,0.00,0.00,1.63,-0.14,0,0,0,0
MAR19,7.67,C,0.00,0.00,0.00,1.29,-0.14,0,0,0,0
